Cliente_Cod,Cliente_Status,Cliente_Idade,Cliente_Genero,Dependent_count,Cliente_Nivel_Educacao,Estado_Civil,Categoria_Cartao
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Blue
717860358,Existing Customer,40,F,3,High School,Single,Blue
789337233,Existing Customer,63,M,1,Graduate,Married,Blue
720902133,Existing Customer,58,M,1,High School,Single,Blue
721043058,Existing Customer,58,M,4,Unknown,Married,Blue
711870333,Existing Customer,46,M,2,Uneducated,Divorced,Blue
708398283,Existing Customer,37,F,1,Graduate,Married,Blue
715878183,Existing Customer,46,M,4,Graduate,Single,Blue
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Blue
709110633,Existing Customer,41,M,1,Graduate,Single,Blue
721059033,Existing Customer,48,F,3,High School,Divorced,Blue
779912283,Existing Customer,49,F,3,Graduate,Single,Blue
717701733,Existing Customer,44,M,2,Graduate,Married,Blue
709913733,Existing Customer,39,F,3,College,Married,Blue
718768158,Existing Customer,57,M,1,College,Single,Blue
721375308,Existing Customer,48,M,3,High School,Married,Blue
711374283,Existing Customer,47,M,3,High School,Single,Blue
822893133,Existing Customer,56,F,1,Uneducated,Divorced,Blue
778465533,Existing Customer,54,F,0,College,Married,Blue
712138983,Existing Customer,54,M,1,Graduate,Married,Blue
716920908,Existing Customer,52,M,4,High School,Married,Blue
708095133,Existing Customer,43,M,4,Unknown,Unknown,Blue
711195558,Existing Customer,59,M,1,College,Single,Blue
772735758,Existing Customer,44,M,1,Unknown,Married,Blue
712024908,Existing Customer,56,F,1,College,Married,Blue
778239933,Existing Customer,45,F,4,Graduate,Married,Blue
714893733,Existing Customer,55,M,1,High School,Married,Blue
754886958,Existing Customer,48,F,3,College,Divorced,Blue
710104908,Existing Customer,56,F,5,College,Single,Blue
710558883,Existing Customer,41,M,3,Uneducated,Married,Blue
713827383,Existing Customer,65,F,1,High School,Married,Blue
720267033,Existing Customer,34,M,4,Post-Graduate,Single,Blue
712049208,Existing Customer,56,M,3,Post-Graduate,Married,Blue
708688608,Existing Customer,62,F,1,High School,Married,Blue
716223708,Attrited Customer,45,F,3,Uneducated,Single,Blue
713217858,Existing Customer,38,F,2,Uneducated,Single,Blue
819352983,Existing Customer,49,M,3,Unknown,Unknown,Blue
711019308,Existing Customer,58,M,2,High School,Single,Blue
768600558,Existing Customer,41,F,4,Graduate,Single,Blue
710202783,Existing Customer,33,M,2,Graduate,Married,Blue
712899333,Existing Customer,47,F,4,College,Single,Blue
767036433,Existing Customer,56,F,1,Graduate,Married,Blue
793473033,Existing Customer,51,M,1,Graduate,Single,Blue
721232058,Existing Customer,49,M,1,Graduate,Unknown,Silver
719443683,Attrited Customer,50,M,1,Unknown,Single,Blue
715449333,Existing Customer,55,F,3,Unknown,Married,Blue
717998058,Existing Customer,26,M,0,Graduate,Single,Blue
779610033,Attrited Customer,58,M,1,College,Married,Blue
827332983,Existing Customer,46,M,3,High School,Single,Gold
721183983,Existing Customer,48,M,4,High School,Married,Blue
718426533,Existing Customer,42,M,4,Uneducated,Divorced,Blue
710698233,Existing Customer,37,M,4,Graduate,Married,Blue
780253533,Existing Customer,63,F,0,Unknown,Married,Blue
793581933,Existing Customer,50,M,3,High School,Single,Silver
719229708,Existing Customer,41,F,1,High School,Single,Blue
715158483,Existing Customer,48,F,3,Graduate,Divorced,Blue
809296308,Existing Customer,46,M,2,College,Single,Blue
778176108,Existing Customer,61,M,0,High School,Single,Blue
796532958,Existing Customer,59,F,0,Unknown,Married,Blue
709345008,Attrited Customer,53,F,2,Doctorate,Married,Blue
717049533,Existing Customer,39,F,3,Doctorate,Unknown,Blue
719366358,Existing Customer,51,M,3,High School,Married,Blue
721417233,Attrited Customer,45,M,2,Graduate,Married,Blue
711622683,Existing Customer,48,M,4,Unknown,Single,Blue
714578283,Existing Customer,47,M,1,Graduate,Married,Blue
769574883,Existing Customer,41,M,2,High School,Married,Blue
717643608,Existing Customer,48,M,4,College,Married,Blue
709198158,Existing Customer,50,F,4,Graduate,Single,Blue
712419708,Existing Customer,56,F,2,Post-Graduate,Married,Blue
709103358,Existing Customer,39,F,2,College,Single,Blue
716966808,Existing Customer,47,M,1,Graduate,Married,Blue
772264383,Existing Customer,44,M,2,Graduate,Single,Blue
721057758,Existing Customer,61,F,1,Unknown,Married,Blue
769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Blue
717640083,Attrited Customer,59,M,1,High School,Married,Blue
716445783,Existing Customer,42,F,2,Uneducated,Married,Blue
708579633,Existing Customer,40,M,4,Unknown,Divorced,Gold
718715583,Existing Customer,65,M,2,Unknown,Married,Blue
778686408,Existing Customer,48,M,1,College,Married,Blue
715015683,Existing Customer,44,M,2,Graduate,Single,Blue
805254708,Existing Customer,36,F,4,Unknown,Married,Blue
710462433,Existing Customer,45,M,4,Graduate,Single,Blue
721342383,Existing Customer,39,M,2,Graduate,Married,Blue
720179883,Existing Customer,40,M,4,College,Unknown,Blue
794977533,Attrited Customer,62,M,0,High School,Married,Blue
779445108,Existing Customer,26,M,0,Graduate,Single,Blue
718193958,Existing Customer,60,M,0,Uneducated,Single,Blue
710955633,Existing Customer,54,F,3,Doctorate,Single,Blue
716149383,Existing Customer,62,M,0,Graduate,Married,Blue
752604633,Attrited Customer,57,M,2,College,Married,Blue
713889933,Existing Customer,59,M,0,Graduate,Single,Blue
709446783,Existing Customer,46,M,4,Graduate,Single,Blue
789115833,Existing Customer,44,M,4,High School,Single,Blue
711242058,Attrited Customer,48,M,4,Unknown,Single,Blue
787623858,Existing Customer,43,M,2,Uneducated,Divorced,Silver
709040508,Existing Customer,57,M,4,Uneducated,Married,Blue
708864708,Existing Customer,46,M,3,College,Unknown,Blue
717758583,Existing Customer,40,M,3,High School,Unknown,Blue
715416633,Existing Customer,54,M,1,Unknown,Married,Blue
717956283,Existing Customer,57,F,1,Graduate,Single,Blue
721379433,Existing Customer,44,M,4,Graduate,Married,Blue
712027683,Existing Customer,47,F,2,Doctorate,Married,Blue
716027208,Existing Customer,47,M,4,Doctorate,Married,Blue
720475233,Existing Customer,50,F,2,High School,Married,Blue
712275108,Existing Customer,53,F,3,College,Married,Blue
718121658,Attrited Customer,56,M,1,College,Married,Blue
711593808,Attrited Customer,55,M,1,High School,Married,Blue
716222808,Existing Customer,53,F,4,High School,Married,Blue
718731183,Attrited Customer,61,M,1,Unknown,Married,Blue
788779008,Existing Customer,57,M,2,High School,Married,Blue
710404533,Existing Customer,50,M,2,Graduate,Married,Blue
711173058,Existing Customer,56,F,2,Unknown,Married,Blue
715383108,Existing Customer,52,M,2,Graduate,Single,Blue
711697158,Existing Customer,60,M,0,Graduate,Married,Blue
709186983,Existing Customer,49,M,4,Uneducated,Married,Blue
808964433,Existing Customer,46,F,4,Doctorate,Divorced,Blue
711948333,Existing Customer,42,M,1,Uneducated,Married,Blue
710541858,Existing Customer,45,M,3,High School,Married,Blue
713865333,Attrited Customer,45,F,4,Uneducated,Married,Blue
797707008,Attrited Customer,44,F,3,Doctorate,Married,Blue
713490483,Existing Customer,61,M,0,Uneducated,Single,Blue
720370533,Attrited Customer,55,M,3,Uneducated,Married,Blue
779743908,Existing Customer,44,M,4,Unknown,Divorced,Blue
718675158,Attrited Customer,55,F,1,Unknown,Married,Blue
710784333,Existing Customer,57,M,2,Unknown,Married,Blue
816596583,Existing Customer,45,M,2,Doctorate,Married,Blue
717517758,Existing Customer,57,F,0,High School,Married,Blue
712880283,Existing Customer,31,M,0,Uneducated,Married,Blue
753226158,Existing Customer,34,F,2,Graduate,Married,Blue
720605808,Attrited Customer,53,F,1,Graduate,Single,Blue
758317233,Existing Customer,35,F,1,College,Single,Blue
711028308,Existing Customer,44,F,4,Graduate,Married,Blue
814852533,Existing Customer,50,M,1,Graduate,Married,Blue
711526533,Existing Customer,33,M,3,Post-Graduate,Married,Blue
804403908,Existing Customer,50,M,3,Graduate,Single,Blue
716999883,Existing Customer,51,M,4,High School,Married,Blue
716452083,Existing Customer,56,F,4,Unknown,Married,Blue
787599258,Existing Customer,55,F,3,Graduate,Single,Blue
714495258,Existing Customer,26,M,0,College,Single,Blue
717713283,Existing Customer,42,F,3,Graduate,Married,Blue
789317883,Existing Customer,54,M,2,College,Married,Blue
714500883,Existing Customer,44,F,3,Graduate,Married,Blue
789467508,Existing Customer,65,F,0,Graduate,Married,Blue
710317758,Existing Customer,38,F,3,High School,Married,Blue
711231558,Existing Customer,58,M,3,High School,Married,Blue
716829483,Existing Customer,39,F,3,Post-Graduate,Married,Blue
779713608,Existing Customer,52,M,2,High School,Married,Blue
711628458,Existing Customer,45,F,3,Graduate,Married,Blue
718943508,Existing Customer,42,M,3,Unknown,Single,Blue
770724558,Attrited Customer,42,M,2,College,Married,Blue
783561558,Existing Customer,57,M,4,Post-Graduate,Married,Blue
719309958,Attrited Customer,55,M,3,Doctorate,Single,Blue
788785083,Existing Customer,44,F,3,College,Unknown,Blue
780481308,Existing Customer,37,F,3,Graduate,Married,Blue
711757383,Existing Customer,50,F,3,Unknown,Married,Blue
787550808,Existing Customer,51,M,2,Graduate,Married,Blue
779863533,Existing Customer,37,M,1,Graduate,Married,Blue
714529233,Existing Customer,36,F,2,Graduate,Married,Blue
708177333,Existing Customer,51,F,2,High School,Married,Silver
812019933,Existing Customer,65,M,1,Uneducated,Married,Blue
708557358,Existing Customer,43,M,2,College,Married,Blue
713580633,Existing Customer,46,M,3,Graduate,Married,Blue
711466533,Existing Customer,43,F,2,Graduate,Married,Blue
802276683,Existing Customer,56,M,3,Graduate,Married,Blue
780913308,Existing Customer,43,M,3,Unknown,Single,Blue
808897683,Attrited Customer,53,M,1,Graduate,Single,Blue
719428308,Existing Customer,50,M,2,High School,Unknown,Blue
713010483,Existing Customer,43,F,3,Graduate,Married,Blue
717006333,Existing Customer,54,M,3,High School,Married,Blue
787621158,Existing Customer,33,M,2,Unknown,Married,Blue
716924058,Existing Customer,58,F,2,Uneducated,Married,Blue
720916683,Existing Customer,41,M,3,Graduate,Single,Blue
720923658,Existing Customer,48,M,3,Post-Graduate,Single,Blue
712710708,Existing Customer,55,M,2,High School,Single,Blue
718939083,Attrited Customer,54,F,2,Graduate,Married,Blue
779519058,Existing Customer,51,F,3,Post-Graduate,Divorced,Platinum
719085933,Existing Customer,35,M,3,Graduate,Single,Blue
715124958,Existing Customer,50,M,3,Uneducated,Single,Blue
712979133,Attrited Customer,55,M,4,High School,Married,Blue
712006308,Existing Customer,45,F,0,College,Divorced,Blue
710801133,Existing Customer,34,M,2,Uneducated,Married,Blue
712490283,Existing Customer,55,F,4,Graduate,Married,Blue
720071583,Attrited Customer,48,F,2,Unknown,Married,Blue
717958833,Existing Customer,46,M,4,Graduate,Married,Blue
812420358,Attrited Customer,61,F,0,Graduate,Married,Blue
712370208,Existing Customer,48,M,1,Uneducated,Unknown,Blue
715940358,Existing Customer,51,F,1,Graduate,Married,Blue
715041333,Existing Customer,39,M,3,Doctorate,Married,Blue
712797258,Existing Customer,43,M,3,Graduate,Married,Blue
769170558,Existing Customer,53,M,3,Graduate,Single,Blue
715884858,Existing Customer,38,M,2,High School,Married,Blue
796343058,Existing Customer,49,F,2,High School,Single,Blue
783910008,Existing Customer,37,F,0,Unknown,Married,Blue
718888308,Existing Customer,53,M,3,Graduate,Single,Blue
785114808,Existing Customer,46,M,2,Post-Graduate,Single,Silver
709852908,Existing Customer,44,F,3,Uneducated,Single,Blue
823528833,Existing Customer,50,F,1,Unknown,Single,Blue
719679858,Existing Customer,58,F,2,Uneducated,Married,Blue
827108583,Existing Customer,55,M,3,High School,Single,Blue
787833333,Existing Customer,44,M,3,College,Unknown,Blue
719781183,Existing Customer,57,M,4,High School,Married,Blue
710429358,Existing Customer,57,M,1,High School,Married,Blue
798792408,Attrited Customer,48,M,3,High School,Married,Blue
710280558,Existing Customer,51,M,1,Graduate,Single,Blue
809825358,Existing Customer,53,F,3,Uneducated,Married,Blue
714451833,Existing Customer,45,F,1,Doctorate,Single,Blue
713943783,Existing Customer,41,M,4,Post-Graduate,Married,Blue
710706558,Existing Customer,51,F,4,Graduate,Single,Blue
713620308,Existing Customer,46,F,2,High School,Married,Blue
813453408,Existing Customer,40,F,5,College,Married,Blue
818248383,Existing Customer,33,M,2,Doctorate,Married,Blue
780106908,Existing Customer,53,M,1,High School,Single,Blue
708938508,Existing Customer,63,M,1,High School,Married,Blue
709671708,Existing Customer,61,M,0,Uneducated,Single,Blue
711204483,Attrited Customer,56,M,4,High School,Married,Blue
801728658,Existing Customer,53,M,2,Graduate,Single,Blue
713945883,Attrited Customer,62,F,2,Graduate,Married,Blue
779558733,Existing Customer,50,F,4,Unknown,Married,Silver
788370258,Existing Customer,37,M,4,Graduate,Married,Blue
714927333,Existing Customer,62,F,0,Graduate,Married,Blue
710383158,Existing Customer,49,M,3,Uneducated,Single,Silver
798007308,Existing Customer,57,F,3,High School,Married,Blue
711768858,Existing Customer,55,M,2,High School,Married,Blue
714888633,Existing Customer,50,M,1,Graduate,Married,Blue
712650333,Existing Customer,48,M,3,College,Married,Blue
719945433,Existing Customer,60,F,1,Uneducated,Divorced,Blue
720310458,Existing Customer,46,M,1,Unknown,Single,Blue
718344033,Existing Customer,47,M,2,College,Married,Blue
715442958,Existing Customer,54,M,2,Uneducated,Married,Blue
780326883,Existing Customer,53,M,2,Doctorate,Married,Blue
711157833,Existing Customer,56,F,3,Graduate,Single,Blue
719704308,Existing Customer,56,F,4,High School,Married,Blue
708772308,Existing Customer,41,M,3,Uneducated,Married,Blue
817663908,Existing Customer,60,F,1,Graduate,Married,Blue
780054258,Existing Customer,40,M,5,Graduate,Unknown,Blue
709990983,Existing Customer,49,F,3,Post-Graduate,Married,Blue
818045958,Existing Customer,46,M,4,Graduate,Single,Blue
716380683,Existing Customer,36,F,3,High School,Married,Blue
787480158,Existing Customer,57,F,2,Unknown,Married,Blue
778461408,Existing Customer,38,M,1,High School,Married,Blue
713861733,Existing Customer,50,M,3,Graduate,Divorced,Blue
789291633,Existing Customer,62,M,0,Graduate,Married,Blue
789513858,Attrited Customer,43,M,3,Unknown,Married,Blue
778357458,Existing Customer,44,F,5,Unknown,Single,Blue
718325883,Existing Customer,39,M,2,Uneducated,Single,Blue
720344658,Existing Customer,38,M,2,College,Married,Blue
809292483,Existing Customer,44,F,4,College,Married,Blue
779791008,Existing Customer,43,M,3,High School,Married,Blue
779557533,Existing Customer,54,M,1,Post-Graduate,Single,Blue
795904233,Existing Customer,38,F,3,Unknown,Single,Blue
710573808,Existing Customer,55,M,2,Unknown,Single,Blue
717418158,Existing Customer,42,M,5,Unknown,Unknown,Blue
771963708,Attrited Customer,56,M,3,Unknown,Married,Blue
712433508,Attrited Customer,59,F,1,Unknown,Married,Blue
779320983,Existing Customer,46,M,4,Uneducated,Single,Blue
718093233,Existing Customer,55,F,2,Post-Graduate,Married,Blue
719459358,Existing Customer,52,M,1,Doctorate,Married,Blue
717728808,Existing Customer,39,F,2,Graduate,Married,Blue
788701608,Existing Customer,42,F,4,Graduate,Single,Blue
778506633,Attrited Customer,43,F,4,College,Married,Blue
719989008,Existing Customer,47,F,1,High School,Unknown,Blue
791839233,Existing Customer,42,F,4,Unknown,Divorced,Blue
716918508,Existing Customer,39,M,1,College,Single,Blue
717321783,Existing Customer,50,M,1,Uneducated,Single,Blue
799000008,Existing Customer,57,M,2,Post-Graduate,Divorced,Blue
721517208,Existing Customer,41,M,4,Unknown,Married,Blue
719068683,Existing Customer,52,F,1,High School,Married,Blue
709120008,Existing Customer,43,M,2,High School,Single,Blue
709117533,Existing Customer,42,M,3,High School,Single,Blue
816594183,Existing Customer,58,F,2,Uneducated,Married,Blue
789485433,Existing Customer,42,M,4,College,Married,Blue
712881483,Existing Customer,55,M,1,Post-Graduate,Married,Blue
712689333,Existing Customer,38,M,2,Unknown,Single,Blue
771492408,Existing Customer,40,F,2,Graduate,Married,Blue
711668283,Existing Customer,48,M,4,Uneducated,Married,Blue
772684833,Existing Customer,32,F,1,Unknown,Married,Blue
712960308,Existing Customer,33,F,2,High School,Single,Blue
713530833,Attrited Customer,58,M,2,Graduate,Married,Blue
756065433,Existing Customer,26,M,0,Unknown,Single,Blue
710997183,Existing Customer,46,M,0,Unknown,Married,Gold
711146358,Existing Customer,39,F,1,Graduate,Married,Blue
716144058,Existing Customer,36,F,1,College,Single,Blue
778699908,Attrited Customer,43,M,2,Uneducated,Married,Blue
713571258,Existing Customer,45,M,2,Unknown,Single,Silver
711676908,Existing Customer,51,F,3,College,Married,Blue
719315508,Existing Customer,62,F,0,Unknown,Married,Blue
778623858,Existing Customer,58,M,0,Uneducated,Married,Blue
714665733,Existing Customer,42,M,4,Graduate,Single,Blue
816089433,Existing Customer,49,M,4,Doctorate,Married,Blue
716991933,Attrited Customer,53,F,3,Uneducated,Single,Blue
714534108,Existing Customer,45,F,2,High School,Married,Blue
787456608,Existing Customer,29,M,2,High School,Married,Blue
717090183,Existing Customer,60,M,1,Doctorate,Married,Blue
772782708,Existing Customer,50,M,3,Post-Graduate,Single,Blue
710722908,Existing Customer,53,M,3,Doctorate,Single,Blue
795155433,Existing Customer,45,M,3,Unknown,Married,Blue
715271733,Existing Customer,50,F,2,Uneducated,Single,Blue
771706308,Existing Customer,46,M,2,Doctorate,Single,Blue
713989233,Existing Customer,61,M,0,Post-Graduate,Married,Blue
780198258,Existing Customer,46,M,4,College,Single,Blue
802002858,Attrited Customer,62,F,1,High School,Married,Blue
