Fatura_Cod,Produto,Quantidade,Preco_Unitario,Fatura_Total,Data,Cliente_Cod,Dist_Cod
5498795,DIGITAL DRAWING TABLET,3,8.99,26.97,26/05/2024 16:05,709399908,7329-1266
2302171,VELVET CUSHION COVER,1,9.45,9.45,26/05/2024 16:10,719139558,48506-263365
2823435,EMERGENCY BLANKET,1,2.99,2.99,26/05/2024 16:15,711655683,27777-248704
2165178,POWER BANK CHARGER,1,9.99,9.99,26/05/2024 16:20,709972908,28515-249811
3901875,GIN TONIC ABSOLUT,3,2.43,7.29,26/05/2024 16:25,717906783,76707-97493
7168752,RAINBOW UNICORN T-SHIRT,3,3.12,9.36,26/05/2024 16:30,736552308,14424-72951
1914205,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,26/05/2024 16:35,713679633,30562-96699
9708748,WIRELESS EARBUDS,3,32.49,97.47,26/05/2024 16:40,739828308,6171-149827
1012512,CHESS SET,2,27.99,55.98,26/05/2024 16:45,716068683,5562-1689
3375588,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,26/05/2024 16:50,806407308,17950-184388
7886968,LUXURY BATH BOMB SET,2,335.8,671.6,26/05/2024 16:55,809967783,30988-102965
8982660,FIRST AID KIT,2,3.99,7.98,26/05/2024 17:00,779900808,5464-1026
6938130,ORGANIC TEA INFUSIONS,1,3.0,3.0,26/05/2024 17:05,719335233,72328-5831
1273442,FROZEN YOGURT,1,1.99,1.99,26/05/2024 17:10,719797758,72770-71562
4523718,GIN TONIC ABSOLUT,1,2.43,2.43,26/05/2024 17:15,712675158,26924-237046
3771883,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,26/05/2024 17:20,713748708,30347-70982
6791975,SMART WATCH FITNESS TRACKER,2,32.99,65.98,26/05/2024 17:25,771556308,22782-224833
2540624,DIGITAL DRAWING TABLET,1,8.99,8.99,26/05/2024 17:30,718325883,12460-154645
9879804,CHOCOLATE CAKE,1,2.99,2.99,26/05/2024 17:35,824150733,1899-139886
4586806,SUNSCREEN SPF 50,3,1.99,5.97,26/05/2024 17:40,709220583,15557-155985
8069378,LUXURY BATH BOMB SET,1,335.8,335.8,26/05/2024 17:45,710809833,49322-268267
9867992,PORTABLE BLUETOOTH SPEAKER,1,17.99,17.99,26/05/2024 17:50,751469808,5184-148704
5818608,SPICED TEA MIX,1,0.99,0.99,26/05/2024 17:55,715146558,25750-241925
1707875,HANDMADE SOAP BAR,1,2.49,2.49,26/05/2024 18:00,711922158,35816-100036
3163389,HANDMADE SOAP BAR,2,2.49,4.98,26/05/2024 18:05,758202858,7560-14070
7672120,LUXURY CANDLE SET,1,4.99,4.99,26/05/2024 18:10,789296133,30562-96699
7179707,HEADPHONES WITH NOISE CANCELLATION,3,25.99,77.97,26/05/2024 18:15,712210458,4528-93524
1002875,CLASSIC BLACK SUNGLASSES,3,3.71,11.13,26/05/2024 18:20,820633833,47384-257987
1579288,DIY CANDLE MAKING KIT,3,5.2,15.6,26/05/2024 18:25,758875908,72478-15113
8515101,VELVET CUSHION COVER,3,9.45,28.35,26/05/2024 18:30,720009558,75644-78743
3176245,HEADPHONES WITH NOISE CANCELLATION,2,25.99,51.98,26/05/2024 18:35,779961408,20757-186525
1235324,DIY CANDLE MAKING KIT,3,5.2,15.6,26/05/2024 18:40,719342808,10509-101064
5884814,HANDMADE SOAP BAR,1,2.49,2.49,26/05/2024 18:45,714726858,15121-153346
5591812,MODERN WALL ART PRINT,1,4.2,4.2,26/05/2024 18:50,715771608,874-100011
5157394,EMERGENCY BLANKET,3,2.99,8.97,26/05/2024 18:55,804583833,79436-103737
9202680,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,26/05/2024 18:55,708522033,2181-140617
9175019,PERSONALIZED NOTEBOOK,2,1.89,3.78,26/05/2024 19:00,711204483,9873-97740
4476611,HIGH QUALITY COFFEE BEANS,1,1.79,1.79,26/05/2024 19:05,718025808,5785-5892
6470940,VINTAGE STYLE WALL CLOCK,1,5.99,5.99,26/05/2024 19:10,716307558,17686-184844
4936559,BOARD GAMES COLLECTION,1,9.99,9.99,26/05/2024 19:15,757224108,50743-276164
2952771,SPACEBOY LUNCH BOX,3,1.0,3.0,26/05/2024 19:20,709918158,9676-97296
7481153,EMERGENCY BLANKET,3,2.99,8.97,26/05/2024 19:25,714621183,1620-137556
4872740,CLASSIC BLACK SUNGLASSES,3,3.71,11.13,26/05/2024 19:30,778825908,21719-214686
4650267,FROZEN YOGURT,3,1.99,5.97,26/05/2024 19:35,710138883,614-328
4705822,FIRST AID KIT,2,3.99,7.98,26/05/2024 19:40,720920058,79271-74428
1626430,SUSHI MAKING KIT,2,6.99,13.98,26/05/2024 19:45,709813008,22585-219967
5702687,TRAVEL ADAPTERS SET,3,2.2,6.6,26/05/2024 19:50,716375883,23373-230007
6742528,WATERPROOF PHONE CASE,3,0.85,2.55,26/05/2024 19:55,718967433,76548-96837
7843319,VELVET CUSHION COVER,1,9.45,9.45,26/05/2024 20:00,711885258,27866-247705
4200111,DIY CANDLE MAKING KIT,3,5.2,15.6,26/05/2024 20:05,718685358,76603-97500
2951392,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,26/05/2024 20:10,827360883,76979-136639
4302812,TRAVEL BACKPACK,1,11.99,11.99,26/05/2024 20:15,721500108,33946-94857
6555800,DIY KITS FOR BEGINNERS,2,4.5,9.0,26/05/2024 20:20,814995933,30985-103242
2947253,CHOCOLATE CAKE,1,2.99,2.99,26/05/2024 20:25,719924433,28778-239046
2341843,FOLDABLE SHOPPING BAG,2,0.99,1.98,26/05/2024 20:30,719414658,1541-116885
2232127,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,26/05/2024 20:35,708946008,27005-97579
3726698,HEADPHONES WITH NOISE CANCELLATION,2,25.99,51.98,26/05/2024 20:40,711028308,34211-17922
5895648,DIGITAL DRAWING TABLET,2,8.99,17.98,26/05/2024 20:45,710825658,22645-207205
8155675,DIY CANDLE MAKING KIT,2,5.2,10.4,26/05/2024 20:50,708186933,18875-180007
1138071,SHORT NIKE M,3,2.0,6.0,26/05/2024 20:55,812788233,732-976
2924057,SPICED TEA MIX,2,0.99,1.98,26/05/2024 21:00,772082208,8455-44904
5809721,CHESS SET,3,27.99,83.97,26/05/2024 21:05,713382558,1342-139380
6971477,BLUE COAT RACK PARIS FASHION,2,22.29,44.58,26/05/2024 21:10,720578058,21683-212746
4869019,GIN TONIC ABSOLUT,1,2.43,2.43,26/05/2024 21:15,708511983,9060-151989
2126456,DIY KITS FOR BEGINNERS,3,4.5,13.5,26/05/2024 21:20,710518308,20996-208845
9906184,SUNSCREEN SPF 50,3,1.99,5.97,26/05/2024 21:25,719612583,11974-106157
1101404,VEGAN BURGERS,3,3.49,10.47,26/05/2024 21:30,718561458,9502-96409
3612403,DIY KITS FOR BEGINNERS,3,4.5,13.5,26/05/2024 21:35,720655833,47768-259785
6722974,VEGAN BURGERS,2,3.49,6.98,26/05/2024 21:40,781942983,22804-223908
7319452,VELVET CUSHION COVER,1,9.45,9.45,26/05/2024 21:45,821889858,76681-97524
4137599,FROZEN YOGURT,1,1.99,1.99,26/05/2024 21:50,794217108,72767-78320
5034490,PORTABLE BLUETOOTH SPEAKER,2,17.99,35.98,26/05/2024 21:55,718199133,76953-128689
8318748,FOLDABLE SHOPPING BAG,3,0.99,2.97,26/05/2024 22:00,720902133,5105-147204
5813181,PORTABLE BLUETOOTH SPEAKER,1,17.99,17.99,26/05/2024 22:05,720124758,9260-75007
7912550,FRUIT SALAD,1,1.29,1.29,26/05/2024 22:10,824560758,23048-225065
3912225,VELVET CUSHION COVER,2,9.45,18.9,26/05/2024 22:15,718147233,19633-178489
4321679,TRAVEL ADAPTERS SET,2,2.2,4.4,26/05/2024 22:20,712050933,47772-259783
2445285,FIRST AID KIT,2,3.99,7.98,26/05/2024 22:25,720885558,141-227
4581289,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,26/05/2024 22:30,720314583,18382-186726
9803226,FROZEN YOGURT,1,1.99,1.99,26/05/2024 22:35,788709408,47617-258989
2632104,REUSABLE GROCERY BAGS,2,1.99,3.98,26/05/2024 22:40,720171033,18515-179548
5163997,VEGAN BURGERS,1,3.49,3.49,26/05/2024 22:45,708653958,22399-220665
7512715,FIRST AID KIT,2,3.99,7.98,26/05/2024 22:50,714282333,29855-255554
4940609,LUXURY BATH BOMB SET,1,335.8,335.8,26/05/2024 22:55,806165208,10618-100981
8395744,DIY KITS FOR BEGINNERS,2,4.5,9.0,26/05/2024 23:00,718265658,74985-102401
6153233,WIRELESS EARBUDS,1,32.49,32.49,26/05/2024 23:05,717382608,12177-23186
4090410,INSTANT CAMERA FILM,1,0.99,0.99,26/05/2024 23:10,789240258,25175-239632
3216843,SUSHI MAKING KIT,2,6.99,13.98,26/05/2024 23:15,774760458,15381-160608
3887483,CHOCOLATE CHIP COOKIES,3,10.77,32.31,26/05/2024 23:20,714001008,32234-128566
8733863,RAINBOW UNICORN T-SHIRT,3,3.12,9.36,26/05/2024 23:25,708790833,10035-99036
5361825,REUSABLE GROCERY BAGS,2,1.99,3.98,26/05/2024 23:30,713346558,31413-106645
9784471,GIN TONIC ABSOLUT,2,2.43,4.86,26/05/2024 23:35,712810233,1874-143748
1510377,FRESHLY BAKED BREAD,3,1.49,4.47,26/05/2024 23:40,720412308,16203-160105
1929095,BOARD GAMES COLLECTION,2,9.99,19.98,26/05/2024 23:45,709086933,17795-180024
6059570,CHESS SET,3,27.99,83.97,26/05/2024 23:50,820651908,5877-29275
3659708,TRAVEL ADAPTERS SET,2,2.2,4.4,26/05/2024 23:55,708539583,15523-161549
6869894,EMERGENCY BLANKET,2,2.99,5.98,27/05/2024 00:00,779249583,16317-170380
4208962,EMERGENCY BLANKET,1,2.99,2.99,27/05/2024 00:05,708238833,31988-128144
8002266,PERSONALIZED NOTEBOOK,3,1.89,5.67,27/05/2024 00:10,710359458,23179-228325
2518570,DIY CANDLE MAKING KIT,1,5.2,5.2,27/05/2024 00:15,715478733,49377-267964
9949783,SPICED TEA MIX,3,0.99,2.97,27/05/2024 00:20,753094533,19681-192304
9059288,CHOCOLATE CHIP COOKIES,1,10.77,10.77,27/05/2024 00:25,712936908,5792-165544
9851351,FROZEN YOGURT,1,1.99,1.99,27/05/2024 00:30,708260208,31753-110087
5813828,VEGAN BURGERS,2,3.49,6.98,27/05/2024 00:35,709534083,6463-52899
6105513,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,27/05/2024 00:40,772846383,16784-175825
2184177,MINIATURE TERRARIUM,2,2.79,5.58,27/05/2024 00:45,714659133,3396-70341
2748658,SUNSCREEN SPF 50,1,1.99,1.99,27/05/2024 00:50,713316558,22715-214871
5336935,FROZEN YOGURT,1,1.99,1.99,27/05/2024 00:55,711276933,17672-184624
1605248,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,27/05/2024 01:00,789193383,4781-104565
7808520,FROZEN YOGURT,2,1.99,3.98,27/05/2024 01:05,717114708,4370-10280
1273768,BOARD GAMES COLLECTION,2,9.99,19.98,27/05/2024 01:10,787261008,2368-8628
2754587,CHOCOLATE CHIP COOKIES,2,10.77,21.54,27/05/2024 01:15,708083283,2705-84660
5182054,ORGANIC HONEY,2,1.49,2.98,27/05/2024 01:20,710116833,23839-233325
5009191,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,27/05/2024 01:25,820060758,73348-24048
1090037,RAINBOW UNICORN T-SHIRT,1,3.12,3.12,27/05/2024 01:30,773364483,8664-94423
3725403,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,27/05/2024 01:35,715020933,17802-185946
5916472,EMERGENCY BLANKET,2,2.99,5.98,27/05/2024 01:40,709418508,9255-95871
4560128,DIY KITS FOR BEGINNERS,1,4.5,4.5,27/05/2024 01:45,720108783,29873-255506
1895585,DIY KITS FOR BEGINNERS,2,4.5,9.0,27/05/2024 01:50,716896833,26729-241629
7374822,TRAVEL BACKPACK,3,11.99,35.97,27/05/2024 01:55,788709408,24680-237940
2046403,FOLDABLE SHOPPING BAG,2,0.99,1.98,27/05/2024 02:00,720521808,31688-108574
5234469,FRESHLY BAKED BREAD,2,1.49,2.98,27/05/2024 02:05,717242058,25387-240855
7133503,WATER BOTTLE WITH FILTER,1,1.49,1.49,27/05/2024 02:10,714043008,23527-220792
1125228,SPACEBOY LUNCH BOX,1,1.0,1.0,27/05/2024 02:15,718202658,21838-215904
5330221,FRESHLY BAKED BREAD,2,1.49,2.98,27/05/2024 02:20,721238508,10899-102736
7443502,VEGAN BURGERS,2,3.49,6.98,27/05/2024 02:25,717084708,29844-252324
6549862,DIGITAL DRAWING TABLET,2,8.99,17.98,27/05/2024 02:30,717646983,16624-172126
4423700,WATERPROOF PHONE CASE,2,0.85,1.7,27/05/2024 02:35,717837858,32042-131144
7774870,LUXURY BATH BOMB SET,2,335.8,671.6,27/05/2024 02:40,719659758,17068-175388
5509169,INSTANT CAMERA FILM,3,0.99,2.97,27/05/2024 02:45,711879633,70067-133044
6713884,ORGANIC TEA INFUSIONS,2,3.0,6.0,27/05/2024 02:50,716753058,28015-249492
9246801,ORGANIC HONEY,2,1.49,2.98,27/05/2024 02:55,714928158,9892-97271
4863141,INSTANT CAMERA FILM,3,0.99,2.97,27/05/2024 03:00,709868433,47764-259344
6800543,VELVET CUSHION COVER,2,9.45,18.9,27/05/2024 03:05,710449983,28322-250206
3261933,BOARD GAMES COLLECTION,3,9.99,29.97,27/05/2024 03:10,779645658,13068-156085
5726089,GIN TONIC ABSOLUT,3,2.43,7.29,27/05/2024 03:15,737933883,10775-102223
3176200,TRAVEL BACKPACK,2,11.99,23.98,27/05/2024 03:20,779625858,14745-119504
1809321,PINK FLAMINGO BEACH TOWEL,2,3.69,7.38,27/05/2024 03:25,720941433,10940-102763
7349589,ORGANIC HONEY,3,1.49,4.47,27/05/2024 03:30,721023708,14370-108622
7967457,WIRELESS EARBUDS,1,32.49,32.49,27/05/2024 03:35,712263258,5090-144826
9546400,SHORT NIKE M,1,2.0,2.0,27/05/2024 03:40,716214108,28294-250627
9066778,FIRST AID KIT,3,3.99,11.97,27/05/2024 03:45,710942358,20391-179504
1020917,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,27/05/2024 03:50,716565258,10478-100358
4540141,LUXURY BATH BOMB SET,2,335.8,671.6,27/05/2024 03:55,712753758,4623-98618
2966799,SUNSCREEN SPF 50,3,1.99,5.97,27/05/2024 04:00,709612983,11895-105173
7042214,GIN TONIC ABSOLUT,1,2.43,2.43,27/05/2024 04:05,713520858,24687-238750
1021746,INSTANT CAMERA FILM,1,0.99,0.99,27/05/2024 04:10,718654533,29464-253164
1088674,CLASSIC BLACK SUNGLASSES,1,3.71,3.71,27/05/2024 04:15,720923658,176-105
6326469,SUNSCREEN SPF 50,3,1.99,5.97,27/05/2024 04:20,720977358,11881-104661
7997158,FRESHLY BAKED BREAD,2,1.49,2.98,27/05/2024 04:25,709566408,622-345
1079132,WATERPROOF PHONE CASE,1,0.85,0.85,27/05/2024 04:30,751076058,21349-210668
7077319,HANDMADE CERAMIC MUG,2,3.3,6.6,27/05/2024 04:35,713412558,24014-231244
6069977,WIRELESS EARBUDS,1,32.49,32.49,27/05/2024 04:40,785119833,75216-94073
9269942,FOLDABLE SHOPPING BAG,3,0.99,2.97,27/05/2024 04:45,712307283,29038-252213
3965113,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,27/05/2024 04:50,721126833,8922-95305
7029854,HEADPHONES WITH NOISE CANCELLATION,1,25.99,25.99,27/05/2024 04:55,711873033,29237-244389
6207252,HEADPHONES WITH NOISE CANCELLATION,2,25.99,51.98,27/05/2024 05:00,716670783,28682-250885
9760588,WIRELESS EARBUDS,1,32.49,32.49,27/05/2024 05:05,794771208,70080-103268
6598414,AROMATHERAPY DIFFUSER,2,3.49,6.98,27/05/2024 05:10,789469083,13221-106687
2027445,VELVET CUSHION COVER,2,9.45,18.9,27/05/2024 05:15,720885558,23158-224025
9662236,DIY CANDLE MAKING KIT,2,5.2,10.4,27/05/2024 05:20,710056758,19268-200284
6007286,RAINBOW UNICORN T-SHIRT,2,3.12,6.24,27/05/2024 05:25,720696558,72997-74399
7217202,CHOCOLATE CHIP COOKIES,3,10.77,32.31,27/05/2024 05:30,755615208,6959-88601
9172595,FRUIT SALAD,1,1.29,1.29,27/05/2024 05:35,720015183,19634-178947
1937869,MODERN WALL ART PRINT,3,4.2,12.6,27/05/2024 05:40,789487308,22663-223584
1860911,HEADPHONES WITH NOISE CANCELLATION,3,25.99,77.97,27/05/2024 05:45,718801158,7145-148025
5421411,HANDMADE SOAP BAR,1,2.49,2.49,27/05/2024 05:50,708555633,23867-233645
7675884,CLASSIC BLACK SUNGLASSES,2,3.71,7.42,27/05/2024 05:55,712089108,29753-254295
8791876,GIN TONIC ABSOLUT,2,2.43,4.86,27/05/2024 06:00,771219033,26024-243256
1988919,MINIATURE TERRARIUM,3,2.79,8.37,27/05/2024 06:05,712300683,2062-154212
2420096,REUSABLE GROCERY BAGS,2,1.99,3.98,27/05/2024 06:10,717125958,50217-272131
9738776,FRUIT SALAD,1,1.29,1.29,27/05/2024 06:15,716899233,5444-1461
3185364,PORTABLE BLUETOOTH SPEAKER,3,17.99,53.97,27/05/2024 06:20,712257258,16140-163744
4227950,DIY KITS FOR BEGINNERS,2,4.5,9.0,27/05/2024 06:25,721475133,6261-787
7872493,FIRST AID KIT,1,3.99,3.99,27/05/2024 06:30,721227258,9627-96925
7420519,SMART WATCH FITNESS TRACKER,1,32.99,32.99,27/05/2024 06:35,798308058,33213-12814
2968955,SPICED TEA MIX,3,0.99,2.97,27/05/2024 06:40,720635883,25804-242471
9936296,CHOCOLATE CHIP COOKIES,3,10.77,32.31,27/05/2024 06:45,793379058,738-969
4558765,CHOCOLATE CAKE,3,2.99,8.97,27/05/2024 06:50,716371308,72662-64979
6321332,DIGITAL DRAWING TABLET,3,8.99,26.97,27/05/2024 06:55,792565908,75652-92420
4988150,TRAVEL ADAPTERS SET,2,2.2,4.4,27/05/2024 07:00,794632308,74358-82343
2590376,WATERPROOF PHONE CASE,2,0.85,1.7,27/05/2024 07:05,711263058,32591-138011
4878212,AROMATHERAPY DIFFUSER,3,3.49,10.47,27/05/2024 07:10,710771433,7686-30016
8946014,CHOCOLATE CAKE,1,2.99,2.99,27/05/2024 07:15,715571583,32477-133132
9685122,SUNSCREEN SPF 50,1,1.99,1.99,27/05/2024 07:20,709869708,5892-31240
5591653,CHESS SET,3,27.99,83.97,27/05/2024 07:25,711567333,73807-104062
2957375,BLUE COAT RACK PARIS FASHION,1,22.29,22.29,27/05/2024 07:30,717066408,25065-239844
5074800,SUNSCREEN SPF 50,3,1.99,5.97,27/05/2024 07:35,721045608,9723-84827
4305099,HEADPHONES WITH NOISE CANCELLATION,2,25.99,51.98,27/05/2024 07:40,769463433,2733-88041
9889880,ECO-FRIENDLY BAMBOO TOOTHBRUSH,3,0.75,2.25,27/05/2024 07:45,743800833,32643-138811
4421843,FIRST AID KIT,3,3.99,11.97,27/05/2024 07:50,788965683,8814-87507
1361543,EMERGENCY BLANKET,3,2.99,8.97,27/05/2024 07:55,713550483,74460-95606
7860141,FRUIT SALAD,2,1.29,2.58,27/05/2024 08:00,772336458,16040-167105
5777053,FRUIT SALAD,3,1.29,3.87,27/05/2024 08:05,716204883,22520-221546
7843580,BLUE COAT RACK PARIS FASHION,2,22.29,44.58,27/05/2024 08:10,802243458,20305-204206
6555041,SUNSCREEN SPF 50,3,1.99,5.97,27/05/2024 08:15,794719983,1491-141718
7311072,DIY CANDLE MAKING KIT,2,5.2,10.4,27/05/2024 08:20,721256808,76608-99352
8196050,MODERN WALL ART PRINT,1,4.2,4.2,27/05/2024 08:25,714595983,33702-11376
9862285,SPICED TEA MIX,1,0.99,0.99,27/05/2024 08:30,820666083,145-26
7286640,AROMATHERAPY DIFFUSER,2,3.49,6.98,27/05/2024 08:35,808897683,21019-13626
9712846,PERSONALIZED NOTEBOOK,2,1.89,3.78,27/05/2024 08:40,710536983,31366-104230
5661587,POWER BANK CHARGER,1,9.99,9.99,27/05/2024 08:45,715893633,38113-92780
8556153,VEGAN BURGERS,3,3.49,10.47,27/05/2024 08:50,808743558,25052-234624
6315623,AROMATHERAPY DIFFUSER,2,3.49,6.98,27/05/2024 08:55,827703258,26620-244604
4429870,SPACEBOY LUNCH BOX,1,1.0,1.0,27/05/2024 09:00,711220683,72577-108238
4015794,PORTABLE BLUETOOTH SPEAKER,2,17.99,35.98,27/05/2024 09:05,715206408,30578-95905
6435109,RAINBOW UNICORN T-SHIRT,1,3.12,3.12,27/05/2024 09:10,711213108,1905-140825
5720355,WATERPROOF PHONE CASE,1,0.85,0.85,27/05/2024 09:15,719268333,18719-192585
9326734,DIY KITS FOR BEGINNERS,3,4.5,13.5,27/05/2024 09:20,719549508,729-2063
9370101,SHORT NIKE M,1,2.0,2.0,27/05/2024 09:25,708085458,19315-200564
1219864,WATER BOTTLE WITH FILTER,3,1.49,4.47,27/05/2024 09:30,720674133,29120-251949
9039984,REUSABLE GROCERY BAGS,1,1.99,1.99,27/05/2024 09:35,793625583,73528-53300
5110560,ORGANIC TEA INFUSIONS,2,3.0,6.0,27/05/2024 09:40,720330558,17438-181847
8581041,EMERGENCY BLANKET,2,2.99,5.98,27/05/2024 09:45,709087983,19598-198333
6344398,CHOCOLATE CHIP COOKIES,3,10.77,32.31,27/05/2024 09:50,769962933,73838-113969
4883358,FOLDABLE SHOPPING BAG,1,0.99,0.99,27/05/2024 09:55,789637308,26186-242644
6302902,EMERGENCY BLANKET,3,2.99,8.97,27/05/2024 10:00,751518633,5379-98393
2834735,DIY KITS FOR BEGINNERS,1,4.5,4.5,27/05/2024 10:05,715482483,30817-99269
1982462,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,27/05/2024 10:10,780730008,28682-250885
5467468,FRUIT SALAD,1,1.29,1.29,27/05/2024 10:15,803342358,29813-248913
6204885,HANDMADE SOAP BAR,1,2.49,2.49,27/05/2024 10:20,718171308,2858-63679
1439423,PERSONALIZED NOTEBOOK,1,1.89,1.89,27/05/2024 10:25,711647808,72794-89580
9513211,TRAVEL ADAPTERS SET,2,2.2,4.4,27/05/2024 10:30,827055333,5854-25187
4391017,CHOCOLATE CHIP COOKIES,3,10.77,32.31,27/05/2024 10:35,709505808,76344-97157
6475826,FRUIT SALAD,2,1.29,2.58,27/05/2024 10:40,717524433,16678-168326
4632064,ORGANIC TEA INFUSIONS,2,3.0,6.0,27/05/2024 10:45,711286533,48051-260865
2165241,HANDMADE SOAP BAR,2,2.49,4.98,27/05/2024 10:50,711701958,7584-16495
1624944,FIRST AID KIT,2,3.99,7.98,27/05/2024 10:55,717561108,17950-184388
7336509,SMART WATCH FITNESS TRACKER,1,32.99,32.99,27/05/2024 11:00,709505808,6608-65303
5133318,FRESHLY BAKED BREAD,2,1.49,2.98,27/05/2024 11:05,714664683,16569-172406
3592852,REUSABLE GROCERY BAGS,3,1.99,5.97,27/05/2024 11:10,712490283,14223-116007
9352692,CHESS SET,1,27.99,27.99,27/05/2024 11:15,708873183,76695-102496
6050787,POWER BANK CHARGER,3,9.99,29.97,27/05/2024 11:20,771698658,73707-106060
4391506,TRAVEL ADAPTERS SET,2,2.2,4.4,27/05/2024 11:25,765692658,5554-1823
1917487,CLASSIC BLACK SUNGLASSES,3,3.71,11.13,27/05/2024 11:30,813752433,7085-150313
5187565,PERSONALIZED NOTEBOOK,3,1.89,5.67,27/05/2024 11:35,713043183,28811-251347
4203627,VEGAN BURGERS,2,3.49,6.98,27/05/2024 11:40,716430933,75658-86861
7145309,DIY KITS FOR BEGINNERS,1,4.5,4.5,27/05/2024 11:45,780019908,30629-102448
8353339,CHOCOLATE CHIP COOKIES,3,10.77,32.31,27/05/2024 11:50,712340733,9645-96469
7176517,LUXURY BATH BOMB SET,1,335.8,335.8,27/05/2024 11:55,713804058,72576-108242
8151781,DIY CANDLE MAKING KIT,1,5.2,5.2,27/05/2024 12:00,712210458,74332-64239
4470919,FOLDABLE SHOPPING BAG,2,0.99,1.98,27/05/2024 12:05,714519408,10516-99997
4157976,GIN TONIC ABSOLUT,3,2.43,7.29,27/05/2024 12:10,709690158,31190-105089
5199176,DIGITAL DRAWING TABLET,1,8.99,8.99,27/05/2024 12:15,778242708,21419-211209
7945963,DIY KITS FOR BEGINNERS,1,4.5,4.5,27/05/2024 12:20,712654233,5959-45579
2470368,SMART WATCH FITNESS TRACKER,2,32.99,65.98,27/05/2024 12:25,788943333,21510-212987
1118366,ORGANIC TEA INFUSIONS,3,3.0,9.0,27/05/2024 12:30,713893308,328-2141
8865221,AROMATHERAPY DIFFUSER,1,3.49,3.49,27/05/2024 12:35,812224983,76956-136669
7768408,HIGH QUALITY COFFEE BEANS,2,1.79,3.58,27/05/2024 12:40,708927108,29579-254224
7455805,PIZZA SLICES,1,3.99,3.99,27/05/2024 12:45,779647608,24797-239012
6445711,POWER BANK CHARGER,3,9.99,29.97,27/05/2024 12:50,714014733,23707-232428
4027722,POWER BANK CHARGER,3,9.99,29.97,27/05/2024 12:55,742865883,22633-171404
5744044,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,27/05/2024 13:00,719592483,17445-182011
7285766,DIY CANDLE MAKING KIT,3,5.2,15.6,27/05/2024 13:05,796029483,24198-236545
1437382,HIGH QUALITY COFFEE BEANS,1,1.79,1.79,27/05/2024 13:10,713087958,75810-94544
4908903,GIN TONIC ABSOLUT,2,2.43,4.86,27/05/2024 13:15,715366083,14223-116007
2744259,PERSONALIZED NOTEBOOK,2,1.89,3.78,27/05/2024 13:20,709836258,74340-83165
1189887,AROMATHERAPY DIFFUSER,2,3.49,6.98,27/05/2024 13:25,720734583,50111-248464
9722619,FRESHLY BAKED BREAD,1,1.49,1.49,27/05/2024 13:30,822130683,6069-149086
2788402,ORGANIC HONEY,2,1.49,2.98,27/05/2024 13:35,772277508,22000-210111
2141443,FRUIT SALAD,1,1.29,1.29,27/05/2024 13:40,708248358,72638-32281
4239517,POWER BANK CHARGER,2,9.99,19.98,27/05/2024 13:45,714573258,25599-241155
3050873,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,27/05/2024 13:50,711146358,25286-240412
4607262,MINIATURE TERRARIUM,1,2.79,2.79,27/05/2024 13:55,712770408,34610-28207
4282305,SHORT NIKE M,3,2.0,6.0,27/05/2024 14:00,716751858,23260-228804
2390884,PERSONALIZED NOTEBOOK,2,1.89,3.78,27/05/2024 14:05,710626758,40426-95420
6188530,RAINBOW UNICORN T-SHIRT,2,3.12,6.24,27/05/2024 14:10,787685658,22352-219264
7935180,AROMATHERAPY DIFFUSER,2,3.49,6.98,27/05/2024 14:15,718824783,79383-102966
8311094,FROZEN YOGURT,1,1.99,1.99,27/05/2024 14:20,709591533,25368-238534
6639664,SUNSCREEN SPF 50,1,1.99,1.99,27/05/2024 14:25,789209283,7204-624
8111391,RAINBOW UNICORN T-SHIRT,2,3.12,6.24,27/05/2024 14:30,709742958,4939-128484
4729180,PERSONALIZED NOTEBOOK,1,1.89,1.89,27/05/2024 14:35,711126483,74722-65080
3476121,WATERPROOF PHONE CASE,3,0.85,2.55,27/05/2024 14:40,720758808,12004-10855
8551515,CHOCOLATE CAKE,1,2.99,2.99,27/05/2024 14:45,708794133,23465-230292
9707027,LUXURY BATH BOMB SET,1,335.8,335.8,27/05/2024 14:50,771963708,15685-158204
5805376,PERSONALIZED NOTEBOOK,2,1.89,3.78,27/05/2024 14:55,781131483,25324-219149
2944541,HIGH QUALITY COFFEE BEANS,1,1.79,1.79,27/05/2024 15:00,720219633,31676-117284
